ID,predicted_label,correct_prediction,aleatoric_uncertainty
240,4,False,1.5777056
241,4,False,1.5777358
242,4,True,1.5777122
243,4,False,1.5777113
244,4,False,1.5777085
245,4,False,1.5777185
246,0,False,0.6031097
247,4,False,1.5777013
248,4,False,1.5777159
249,4,True,1.5777159
250,0,False,0.6031018
251,4,False,1.5777125
252,4,False,1.5777111
253,4,False,1.5777447
254,4,False,1.577704
255,0,False,0.6030996
256,0,False,0.6031001
257,0,False,0.60309374
258,4,True,1.577715
259,0,False,0.60309917
260,4,False,1.5777128
261,4,True,1.5777148
262,0,False,0.60309905
263,4,False,1.5777144
264,4,False,1.5777246
265,4,False,1.5777123
266,0,False,0.6031031
267,4,False,1.5777273
268,4,True,1.5777116
269,4,False,1.5777214
270,4,False,1.5777254
271,4,False,1.5777073
272,4,False,1.5777048
273,4,True,1.5777094
274,0,False,0.60310346
275,4,False,1.5777149
276,0,False,0.6031028
277,4,False,1.5777142
278,4,False,1.5777223
279,4,False,1.5777192
280,4,False,1.577713
281,4,False,1.577708
282,4,False,1.5777185
283,4,False,1.5777099
284,4,False,1.5777231
285,4,False,1.5777228
286,4,True,1.577709
287,4,False,1.5777224
288,4,False,1.5777167
289,4,False,1.5777161
290,0,False,0.6030998
291,4,False,1.5777346
292,4,False,1.5776961
293,4,True,1.5777137
294,4,True,1.5777066
295,4,False,1.5777192
296,4,True,1.5777218
297,4,False,1.5777088
298,4,True,1.5777144
299,4,False,1.5777179
300,4,True,1.5777082
