ID,predicted_label,correct_prediction,aleatoric_uncertainty
155,0,False,0.93979704
156,0,False,0.9398043
157,0,True,0.9398019
158,0,False,0.9397994
159,0,False,0.9398017
160,0,False,0.93980324
161,0,False,0.9398002
162,0,False,0.9397974
163,0,False,0.93980056
164,0,True,0.9398027
165,0,False,0.93980426
166,0,True,0.9398037
167,0,False,0.9398036
168,0,False,0.93980175
169,0,False,0.9398018
170,0,True,0.9398024
171,0,False,0.93980414
172,0,False,0.9398067
173,0,True,0.93980175
174,0,False,0.9398014
175,0,True,0.9397994
176,0,True,0.93980193
177,0,True,0.93980354
178,0,False,0.9398023
179,0,True,0.93980145
180,0,False,0.9398023
181,0,False,0.9398022
182,0,False,0.93980634
183,0,False,0.93980515
184,0,False,0.9398061
185,0,False,0.9398031
186,0,False,0.93980384
187,0,False,0.93980485
188,0,False,0.9398013
189,0,True,0.9398038
190,0,True,0.9398028
191,0,False,0.9398031
192,0,True,0.939805
193,0,True,0.93980277
194,0,False,0.93980116
195,0,False,0.9398045
196,0,False,0.93980306
197,0,False,0.9398028
198,0,False,0.9398034
199,0,False,0.9398043
200,0,False,0.93980074
201,0,False,0.9398007
202,0,False,0.9398004
203,0,False,0.9398027
204,0,False,0.9398012
205,0,False,0.9397827
206,0,True,0.939802
207,0,False,0.93979937
208,0,True,0.9398009
209,0,False,0.9398032
210,0,True,0.93980104
211,0,False,0.93980205
212,0,False,0.93979776
213,0,False,0.9397949
214,0,False,0.9398166
215,0,False,0.9398028
216,0,False,0.9398022
217,0,False,0.9398028
218,0,False,0.93980205
219,0,False,0.93980247
220,0,False,0.93980575
221,0,True,0.939803
222,0,False,0.93980265
223,0,False,0.9398072
224,0,False,0.9398012
225,0,False,0.9398061
226,0,False,0.9398021
227,0,False,0.939803
228,0,False,0.9398028
229,0,True,0.9398033
230,0,False,0.93980294
231,0,False,0.939802
232,0,False,0.9398019
233,0,True,0.93980336
234,0,False,0.9398003
235,0,False,0.9398029
236,0,False,0.9398023
237,0,False,0.9398028
238,0,False,0.9397995
239,0,False,0.93980366
240,0,False,0.93980455
241,0,False,0.93980324
242,0,False,0.93980336
243,0,False,0.93980455
244,0,False,0.9398018
245,0,False,0.93980235
246,0,False,0.93980235
247,0,False,0.9397994
248,0,False,0.93980384
249,0,False,0.9398017
250,0,False,0.93980515
251,0,False,0.9397996
252,0,False,0.9397984
253,0,False,0.93979394
254,0,True,0.9398028
255,0,False,0.93980306
256,0,False,0.93980217
257,0,False,0.93979996
258,0,False,0.9398036
259,0,False,0.9397989
260,0,False,0.9398031
261,0,False,0.93980014
262,0,False,0.93980086
263,0,False,0.9398011
264,0,True,0.9397958
265,0,False,0.939799
266,0,False,0.93980277
267,0,False,0.93979853
268,0,False,0.9398031
269,0,False,0.9398054
270,0,False,0.93980294
271,0,False,0.93980145
272,0,False,0.9398049
273,0,False,0.93980193
274,0,False,0.93980235
275,0,False,0.9398017
276,0,False,0.9398035
277,0,False,0.9398063
278,0,False,0.9398021
279,0,False,0.9398019
280,0,False,0.9398008
281,0,True,0.93980175
282,0,False,0.93980795
283,0,True,0.93979985
284,0,False,0.939804
285,0,True,0.93979853
286,0,False,0.9398057
287,0,True,0.93980294
288,0,False,0.9398019
289,0,False,0.93980044
290,0,False,0.9398031
291,0,False,0.93980455
292,0,False,0.93980235
293,0,False,0.9398032
294,0,False,0.9398041
295,0,False,0.93980294
296,0,False,0.93979836
297,0,False,0.93980217
298,0,False,0.93980193
299,0,False,0.93980235
300,0,False,0.9397967
