ID,predicted_label,correct_prediction,epistemic_uncertainty
94,4,False,0.03212657
95,4,True,0.004911397
96,1,False,0.035993524
97,4,False,0.015830074
98,4,True,0.02664439
99,4,False,0.03936199
100,4,False,0.039878536
101,1,True,0.4785246
102,1,False,0.118875556
103,1,False,0.051576436
104,1,False,0.08393069
105,1,False,0.24984233
106,4,False,0.2097141
107,4,False,0.111727186
108,4,False,0.04521861
109,1,True,1.2655663
110,1,False,0.055012982
111,1,False,0.042970933
112,4,True,0.015523298
113,4,False,0.011481988
114,1,False,0.07986073
115,1,False,0.58894753
116,4,True,0.0012761259
117,1,True,0.057763416
118,4,False,0.047706347
119,1,False,0.010247575
120,1,False,0.07201795
121,1,True,0.030472793
122,4,False,0.024654346
123,4,False,0.0062320475
124,4,False,0.014565893
125,1,False,0.040783536
126,1,True,0.09615864
127,4,True,0.0378502
128,1,False,0.042088147
129,1,False,0.1785999
130,1,False,0.09441137
131,1,False,0.9171829
132,4,False,0.015397593
133,1,False,0.10603241
134,1,False,0.13976969
135,1,False,0.06628782
136,4,False,0.02085217
137,4,False,0.052662984
138,1,False,0.21716836
139,4,False,0.012766302
140,1,False,0.076765195
141,4,False,0.012892051
142,1,False,0.062012747
143,1,False,0.057093043
144,1,False,1.30957
145,1,True,0.13480887
146,4,False,0.11108275
147,1,False,0.124918826
148,4,False,0.91194826
149,4,False,0.08797371
150,1,True,0.113119416
151,1,False,0.07336816
152,1,False,0.36561337
153,1,True,0.13051689
154,4,False,0.01205053
155,4,True,0.013819447
156,1,False,0.32236144
157,1,False,0.057472825
158,4,False,0.03603247
159,1,False,0.047169227
160,4,True,0.08723458
161,4,True,0.33989304
162,1,False,0.86731595
163,1,False,0.08279002
164,1,False,0.3177333
165,1,False,0.0641598
166,1,False,0.07296179
167,4,False,0.08851679
168,1,False,0.3070762
169,4,True,0.084119916
170,1,False,0.24864046
171,1,False,0.09368261
172,1,False,0.12806447
173,1,False,0.12409514
174,1,False,0.2934755
175,1,False,0.460103
176,1,False,0.15829857
177,4,False,0.06771091
178,1,False,0.18107933
179,1,False,0.015102574
180,4,True,0.016471969
181,1,False,0.08975084
182,1,False,0.29095355
183,1,False,0.3364354
184,1,True,0.47183865
185,1,False,0.061266527
186,1,True,0.116828844
187,1,False,0.11793167
188,4,False,0.031423863
189,1,False,0.043387797
190,4,False,0.015586225
191,4,False,0.025762662
192,1,False,0.096393004
193,1,False,0.048845667
194,1,False,0.058739364
195,4,False,0.053536266
196,4,False,0.013194206
197,1,False,0.027971176
198,1,True,0.04606459
199,1,False,0.052387048
200,1,False,0.08330298
201,1,False,0.027607499
202,4,False,0.02201159
203,1,True,0.097471245
204,4,False,0.028552948
205,1,True,1.8577198
206,4,False,0.014415412
207,4,False,0.014280037
208,1,False,0.028333107
209,1,False,0.02952626
210,1,False,0.043859016
211,4,True,0.008685468
212,1,False,0.1593583
213,1,False,0.029532168
214,1,True,0.8021278
215,4,True,0.026018996
216,4,True,0.045129377
217,4,False,0.025011675
218,4,True,0.015064038
219,1,False,0.040080857
220,4,False,0.010559213
221,1,False,0.023687331
222,1,True,0.11101108
223,4,False,0.038322985
224,1,False,0.08239835
225,4,True,0.21853898
226,4,True,0.13054506
227,4,False,0.0009943612
228,1,False,1.338839
229,4,False,0.032826837
230,4,True,0.010847896
231,1,True,0.05982737
232,4,False,0.018437546
233,1,False,0.12977493
234,4,False,0.017574029
235,1,True,0.15706564
236,1,False,0.112062395
237,1,False,0.41417903
238,1,False,0.23421846
239,4,False,0.084851846
240,4,False,0.12701403
241,1,False,0.48436937
242,4,True,0.012646668
243,1,False,0.09651191
244,1,False,0.12811315
245,4,False,0.0060429918
246,4,False,0.035565764
247,1,True,0.05788473
248,4,False,0.039448205
249,1,False,0.21757501
250,4,True,0.09866077
251,1,False,0.09093115
252,1,False,0.21476808
253,1,False,1.1231688
254,1,False,0.047138143
255,1,False,0.079169475
256,1,False,0.10832757
257,1,True,0.09436481
258,1,False,0.13960035
259,1,False,0.15122944
260,1,True,0.7676373
261,1,False,0.10807392
262,4,False,0.066336736
263,4,False,0.028587261
264,1,False,0.8455218
265,1,False,0.10628626
266,1,False,0.25832948
267,1,True,0.086233206
268,1,False,0.09693982
269,4,False,0.03472452
270,4,False,0.025186729
271,1,True,0.28661194
272,1,True,0.14114478
273,1,False,0.10188744
274,1,True,0.025476698
275,4,False,0.056163955
276,4,False,0.10887044
277,1,False,0.1524345
278,1,False,0.07419629
279,1,True,0.15217689
280,1,False,0.14959218
281,1,False,0.03946723
282,1,False,1.7419292
283,4,False,0.064557195
284,4,False,0.026473586
285,4,False,0.03515445
286,1,False,0.050214306
287,4,False,0.029715277
288,1,False,0.039134163
289,1,False,0.083143525
290,1,True,0.23734285
291,1,False,0.40844995
292,4,False,0.13934416
293,4,True,0.040603496
294,1,False,0.18600026
295,4,False,0.26443306
296,1,False,0.5547063
297,4,False,0.04740692
298,1,False,0.22067614
299,4,False,0.11463297
300,4,True,0.026797371
